name,age,over_all_rating,nationality,club,best_over_rating,best_position,position,potential,height,weight,foot,growth,market_value,contract,cross,stamina,total_stats,base_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,hits,phys_index,skill_index
M. Chang,29,60,Cuba,Real Salt Lake,60,RM,RM,60,155.45,78.93,Right,0,200000.0,0,65,47,1396,308,4,2,High,Medium,1,65,47,60,61,26,49,3,53.67,56.0
T. Strannegård,18,61,Sweden,AIK,63,CAM,CAM,76,155.45,63.05,Left,15,525000.0,1,51,60,1566,340,3,3,Medium,Medium,1,83,44,59,62,44,48,12,63.67,55.0
L. Thomas,19,62,England,Leicester City,62,LB,LB,78,155.45,68.04,Left,16,600000.0,3,56,69,1534,333,2,2,High,Medium,1,72,37,49,58,58,59,45,66.67,48.0
N. Diliberto,18,61,France,Valenciennes FC,63,CM,CM,74,179.83,64.86,Right,13,450000.0,2,43,63,1558,327,3,2,Medium,Medium,1,66,44,58,62,47,50,9,59.67,54.67
A. Negrea,21,57,Romania,Chindia Târgovişte,57,LB,LB,67,179.83,67.13,Left,10,150000.0,0,48,53,1393,308,2,2,Medium,Medium,1,81,28,42,52,54,51,3,61.67,40.67
L. Egloff,17,59,Germany,VfB Stuttgart,61,CAM,CAM RW CF,81,182.88,79.83,Right,22,350000.0,3,52,57,1484,328,3,2,Medium,Medium,1,68,52,57,62,33,56,86,60.33,57.0
R. Jones,17,59,England,Peterborough United,61,ST,ST CAM LW,82,182.88,69.85,Right,23,350000.0,1,45,57,1544,341,3,3,High,Medium,1,92,58,50,58,27,56,272,68.33,55.33
J. Díaz,21,58,Mexico,Santos Laguna,58,RB,RB,66,155.45,68.95,Right,8,170000.0,0,61,55,1404,292,2,2,Medium,High,1,55,34,41,57,57,48,3,52.67,44.0
T. Gray,17,51,United States,New York City FC,53,CB,CB RB CDM,74,155.75,73.94,Right,23,80000.0,3,24,64,1193,254,3,2,Medium,High,1,56,22,29,38,52,57,16,59.0,29.67
C. Grant,18,52,Republic of Ireland,Sheffield Wednesday,54,CM,CM CDM,69,155.45,72.12,Right,17,100000.0,0,39,63,1435,298,3,2,Medium,Medium,1,63,40,50,51,40,54,5,60.0,47.0
J. Mbock,19,59,France,Angers SCO,62,CAM,ST LM RM,68,179.83,67.13,Left,9,240000.0,0,41,54,1485,317,3,3,High,Medium,1,78,60,52,64,19,44,4,58.67,58.67
P. Ba,22,61,Senegal,ESTAC Troyes,63,ST,ST,69,188.98,72.12,Right,8,375000.0,1,32,56,1437,313,3,3,Medium,Medium,1,59,60,41,62,25,66,4,60.33,54.33
S. Turati,18,57,Italy,Sassuolo,57,GK,GK,76,188.98,84.82,Right,19,180000.0,3,11,18,886,304,3,1,Medium,Medium,1,62,51,49,60,27,55,7,45.0,53.33
A. Descotte,16,56,Belgium,Sporting de Charleroi,57,RM,RM,79,155.45,74.84,Right,23,200000.0,0,49,51,1374,301,3,2,Medium,Low,1,69,50,47,65,28,42,27,54.0,54.0
Z. Banjaqui,20,67,Portugal,CD Aves,68,CAM,CAM CM,77,179.83,63.96,Right,10,1200000.0,0,58,65,1840,380,4,3,Medium,Medium,1,72,57,65,70,60,56,4,64.33,64.0
Iñaki Álvarez,23,63,Spain,CA Osasuna,63,GK,GK,73,182.88,76.2,Right,10,475000.0,0,10,25,913,345,3,1,Medium,Medium,1,63,67,61,65,25,64,3,50.67,64.33
P. Gueye,20,63,Senegal,KV Kortrijk,65,ST,ST,74,188.98,74.84,Right,11,650000.0,3,52,61,1582,342,3,3,High,Low,1,74,63,52,68,20,65,6,66.67,61.0
C. Drameh,18,61,England,Leeds United,61,RB,RB,81,182.88,73.03,Right,20,475000.0,3,62,64,1537,336,3,2,High,Medium,1,78,35,50,59,54,60,104,67.33,48.0
E. Mawete Mwimba,20,55,Norway,Aalesunds FK,55,GK,GK,70,195.07,79.83,Right,15,150000.0,0,11,26,843,305,3,1,Medium,Medium,1,57,52,55,62,25,54,3,45.67,56.33
D. Ólafsson,25,62,Iceland,Aalesunds FK,62,LB,LB,67,182.88,68.95,Left,5,350000.0,0,60,71,1666,361,3,2,Medium,Medium,1,73,49,57,60,56,66,4,70.0,55.33
S. Piccinini,17,52,Italy,Sassuolo,54,CB,CB,73,185.93,77.11,Right,21,100000.0,3,33,34,1216,255,3,2,Medium,Medium,1,47,23,41,42,53,49,7,43.33,35.33
M. Juwara,18,60,Gambia,Bologna,62,ST,ST,78,173.74,59.87,Left,18,425000.0,3,37,46,1390,292,3,2,Medium,Medium,1,65,61,43,63,20,40,20,50.33,55.67
Reinier,18,71,Brazil,Borussia Dortmund,73,CAM,CF CAM,87,185.93,72.12,Right,16,4900000.0,0,58,69,1837,397,4,4,High,Medium,1,82,68,64,75,43,65,934,72.0,69.0
M. Bard,19,67,France,Olympique Lyonnais,67,LB,LB,83,176.78,64.86,Left,16,1500000.0,3,63,63,1741,379,3,2,High,Medium,1,76,47,60,69,62,65,130,68.0,58.67
B. Neugebauer,18,53,Poland,Górnik Zabrze,53,GK,GK,70,188.98,82.1,Right,17,100000.0,0,10,20,875,297,2,1,Medium,Medium,1,49,56,52,55,33,52,3,40.33,54.33
G. Mikautadze,18,59,France,FC Metz,60,CAM,RW ST,71,155.45,72.12,Right,12,250000.0,2,50,46,1574,334,3,3,Medium,Medium,1,78,54,55,64,39,44,11,56.0,57.67
K. Harratt,18,58,England,Huddersfield Town,60,ST,ST,76,155.45,68.04,Left,18,275000.0,0,28,63,1385,300,3,2,High,Medium,1,74,56,38,56,22,54,7,63.67,50.0
K. Nsona,18,56,France,Stade Malherbe Caen,57,RM,RM,77,188.98,73.94,Right,21,200000.0,1,55,36,1363,317,3,2,Medium,Low,1,82,54,46,59,25,51,10,56.33,53.0
A. Hajdari,20,60,North Macedonia,SK Rapid Wien,60,RB,RB LB CDM,71,176.78,66.22,Right,11,325000.0,3,61,52,1509,316,5,2,Medium,Medium,1,68,30,53,54,58,53,21,57.67,45.67
Pablo Haro,22,62,Spain,UD Las Palmas,65,RM,CAM RW LW,71,179.83,69.85,Right,9,475000.0,0,61,49,1626,347,3,4,Medium,Medium,1,74,56,59,69,42,47,3,56.67,61.33
M. Kuyucu,20,59,Germany,FC St. Pauli,59,LB,LB LM,70,185.93,77.11,Left,11,240000.0,0,52,61,1504,331,2,2,Medium,Medium,1,72,40,47,59,53,60,6,64.33,48.67
J. Indacoechea,19,61,Argentina,Club Atlético Aldosivi,63,CM,CM,78,176.78,71.21,Right,17,525000.0,2,47,70,1654,343,3,2,Medium,Medium,1,69,45,60,58,53,58,4,65.67,54.33
P. Wimmer,19,64,Austria,FK Austria Wien,65,RM,RM LM,78,182.88,77.11,Right,14,975000.0,0,60,67,1687,371,4,2,High,Medium,1,83,52,58,66,44,68,8,72.67,58.67
M. Andersen,19,53,Norway,FK Bodø/Glimt,53,GK,GK,73,185.93,69.85,Right,20,110000.0,0,13,25,821,285,3,1,Medium,Medium,1,55,51,54,55,19,51,3,43.67,53.33
A. Curruhinca,20,58,Argentina,Club Atlético Huracán,59,RM,LM,73,173.74,66.22,Right,15,275000.0,3,54,54,1479,314,3,3,Medium,Medium,1,68,52,51,66,35,42,4,54.67,56.33
D. Ayala,17,61,Argentina,Estudiantes de La Plata,64,LB,CDM,82,176.78,62.14,Left,21,525000.0,1,44,63,1605,339,3,3,Medium,Medium,1,73,40,55,62,61,48,41,61.33,52.33
L. Da Cunha,19,64,France,Stade Rennais FC,65,CAM,LM RM,77,179.83,66.22,Left,13,850000.0,0,60,49,1647,351,3,3,Medium,Medium,1,81,60,59,68,33,50,27,60.0,62.33
E. Damergy,17,58,Tunisia,Stade Rennais FC,58,GK,GK,71,188.98,76.2,Right,13,170000.0,3,10,28,911,314,3,1,Medium,Medium,1,59,54,52,60,35,54,11,47.0,55.33
Sotillos,22,65,Spain,CF Fuenlabrada,67,CB,CB RB LB,75,155.75,72.12,Right,10,800000.0,1,59,67,1554,336,3,2,Medium,Medium,1,66,31,54,57,65,63,7,65.33,47.33
D. Valdés,35,62,Venezuela,Zamora FC,62,GK,GK,62,155.75,77.11,Right,0,80000.0,3,9,23,940,336,2,1,Medium,Medium,1,59,58,60,66,29,64,3,48.67,61.33
J. Palacios,21,64,Argentina,San Lorenzo de Almagro,65,RM,RM,78,176.78,64.86,Right,14,1000000.0,2,61,66,1715,365,3,3,Medium,Medium,1,75,60,63,65,50,52,4,64.33,62.67
M. Esquivel,21,66,Argentina,Club Atlético Lanús,71,LM,CM,77,170.69,63.96,Left,11,1100000.0,3,59,71,1874,401,3,2,Medium,Medium,1,83,62,67,73,53,63,4,72.33,67.33
B. Koumetio,17,56,France,Liverpool,58,CB,CB,76,192.02,81.19,Left,20,170000.0,1,33,55,1298,279,3,2,Medium,Medium,1,58,32,37,36,58,58,105,57.0,35.0
J. Rodríguez,21,61,Mexico,U.N.A.M.,61,LB,LB LM,70,155.45,58.97,Left,9,350000.0,0,60,80,1513,329,2,2,Medium,High,1,86,40,47,50,55,51,6,72.33,45.67
C. Castro,33,61,Venezuela,Zamora FC,61,CB,CB RB,61,179.83,69.85,Right,0,120000.0,3,37,52,1357,287,2,2,Medium,Medium,1,47,33,42,45,63,57,3,52.0,40.0
A. Ale,25,65,Uruguay,Delfín SC,67,CB,CB,68,198.12,86.18,Left,3,600000.0,0,48,64,1489,327,2,2,Medium,Medium,1,62,34,48,48,63,72,3,66.0,43.33
F. Ospitaleche,24,59,Uruguay,River Plate Montevideo,61,CM,CM,65,155.45,73.94,Left,6,210000.0,2,42,66,1574,341,3,2,Medium,Medium,1,59,53,53,61,56,59,3,61.33,55.67
C. Torres,31,62,Venezuela,Llaneros de Guanare,62,LB,LB,62,167.64,63.96,Left,0,220000.0,3,63,63,1463,320,3,2,Medium,High,1,70,32,55,57,58,48,3,60.33,48.0
F. Silvera,23,62,Uruguay,River Plate Montevideo,62,LB,LB,69,176.78,73.03,Left,7,375000.0,1,65,71,1486,320,3,2,Medium,Medium,1,65,30,53,56,57,59,5,65.0,46.33
S. Pérez,21,65,Uruguay,River Plate Montevideo,65,LB,LB LWB,74,179.83,67.13,Left,9,750000.0,2,70,75,1504,325,3,2,High,Medium,1,71,29,54,57,60,54,5,66.67,46.67
J. Plada,21,60,Uruguay,River Plate Montevideo,61,RM,LM,68,179.83,63.05,Right,8,300000.0,2,63,61,1431,300,3,4,High,Low,1,60,51,53,65,27,44,4,55.0,56.33
J. Piquerez,21,63,Uruguay,Peñarol,64,LM,LM LB CM,75,182.88,81.19,Left,12,650000.0,1,62,64,1596,344,3,2,Medium,Medium,1,69,54,58,63,38,62,10,65.0,58.33
J. Vargas,21,61,Venezuela,Llaneros de Guanare,62,RM,RM,70,161.54,58.97,Right,9,400000.0,3,61,60,1516,332,3,2,Medium,Medium,1,70,55,58,59,33,57,4,62.33,57.33
N. Rodríguez B,28,66,Uruguay,River Plate Montevideo,66,RB,RB RWB,66,182.88,78.93,Right,0,550000.0,0,69,69,1628,345,2,2,Medium,Medium,1,67,39,56,59,63,61,4,65.67,51.33
J. Rodríguez,24,61,Venezuela,Llaneros de Guanare,63,RM,RW RM LW,63,176.78,73.03,Right,2,300000.0,3,58,61,1472,331,3,2,Medium,Medium,1,70,56,55,63,30,57,4,62.67,58.0
J. Neris,20,60,Uruguay,River Plate Montevideo,61,RM,RM ST,72,155.75,82.1,Right,12,375000.0,3,62,64,1524,332,3,2,High,Medium,1,63,50,57,61,39,62,4,63.0,56.0
A. Leites,28,66,Uruguay,River Plate Montevideo,66,ST,ST CAM,66,155.75,74.84,Right,0,675000.0,1,33,71,1549,340,3,2,High,Low,1,69,61,50,68,25,67,3,69.0,59.67
A. Fofana,20,60,Ivory Coast,Varbergs BoIS,61,LM,LM LWB,70,173.74,63.05,Left,10,325000.0,0,56,58,1523,340,2,3,Medium,Medium,1,83,46,53,60,46,52,6,64.33,53.0
N. Girmai Netabay,25,62,Sweden,IK Sirius,65,CAM,CM CAM,65,176.78,68.04,Left,3,375000.0,0,52,73,1695,361,3,3,Medium,Medium,1,72,56,59,65,52,57,3,67.33,60.0
S. Sebulonsen,20,56,Norway,Viking FK,60,ST,CAM ST CM,72,155.75,78.02,Right,16,200000.0,0,52,64,1542,333,2,2,High,Medium,1,66,55,53,59,37,63,4,64.33,55.67
Z. Bailey,19,56,United States,FC Cincinnati,56,RB,RB,72,173.74,59.87,Right,16,180000.0,0,59,60,1483,308,2,2,High,Medium,1,67,39,49,55,49,49,4,58.67,47.67
J. Bender,18,52,United States,Orlando City SC,53,RM,RM CM,72,179.83,68.04,Right,20,100000.0,0,54,51,1407,297,3,2,Medium,Medium,1,63,38,51,51,43,51,4,55.0,46.67
G. Georgiev,31,64,Bulgaria,Bulgaria,64,GK,GK,64,188.98,84.82,Right,0,0.0,0,12,27,1010,359,2,1,Medium,Medium,1,66,65,66,65,36,61,3,51.33,65.33
M. Rush,19,51,England,Southend United,54,CAM,ST,69,173.74,58.97,Right,18,80000.0,0,32,52,1298,276,3,2,Medium,Medium,1,64,51,44,53,20,44,4,53.33,49.33
D. Vicente,21,63,Uruguay,River Plate Montevideo,65,CAM,CAM,71,185.93,77.11,Right,8,550000.0,3,46,75,1545,341,3,2,Medium,Medium,1,68,54,58,63,37,61,5,68.0,58.33
F. Vigo,21,57,Uruguay,River Plate Montevideo,59,CAM,CAM,68,185.93,79.83,Left,11,180000.0,3,47,64,1434,314,4,2,Medium,Low,1,59,53,51,61,30,60,4,61.0,55.0
G. Viera,33,61,Uruguay,River Plate Montevideo,61,CB,CB,61,182.88,79.83,Right,0,120000.0,0,39,59,1507,327,2,2,High,Low,1,60,43,48,50,60,66,3,61.67,47.0
M. Arezo,17,60,Uruguay,River Plate Montevideo,62,ST,CF ST,79,179.83,76.2,Right,19,425000.0,3,45,75,1526,323,3,4,High,Medium,1,67,58,49,60,28,61,46,67.67,55.67
J. Fernández,21,63,Uruguay,SC Heerenveen,65,CB,CB,70,182.88,76.2,Left,7,475000.0,2,31,62,1388,302,3,2,Low,Low,1,59,28,40,46,62,67,8,62.67,38.0
M. Zerkane,20,62,France,FC Girondins de Bordeaux,64,CAM,CF,72,185.93,73.03,Left,10,500000.0,3,49,53,1496,317,3,3,Medium,Medium,1,61,59,54,70,18,55,24,56.33,61.0
J. Thielmann,18,67,Germany,1. FC Köln,68,RM,RM CF,84,155.45,69.85,Right,17,1600000.0,1,61,59,1695,352,3,2,Medium,Medium,1,73,66,61,69,25,58,140,63.33,65.33
G. Rojas,38,62,Venezuela,Zamora FC,62,CAM,CAM,62,173.74,62.14,Left,0,100000.0,3,49,46,1553,328,4,3,Medium,Medium,1,59,61,59,64,36,49,3,51.33,61.33
P. Ramírez,27,62,Venezuela,Zamora FC,62,RM,RM CF CAM,62,167.64,68.95,Right,0,325000.0,3,60,54,1403,311,3,4,Medium,Medium,1,67,50,56,65,28,45,4,55.33,57.0
R. Villamizar,25,61,Venezuela,Zamora FC,62,CDM,CDM LM,66,173.74,68.04,Left,5,300000.0,3,44,64,1485,316,3,3,Medium,Medium,1,54,35,53,51,57,66,3,61.33,46.33
M. Guaramato,26,61,Venezuela,Zamora FC,61,RB,RB CB,63,155.45,69.85,Right,2,275000.0,3,51,59,1382,302,3,3,Medium,Medium,1,61,30,47,47,62,55,5,58.33,41.33
D. Matheus,19,59,Venezuela,Zamora FC,61,LM,LW RW,71,167.64,62.14,Left,12,275000.0,3,65,49,1405,305,2,3,Medium,Medium,1,67,49,57,59,25,48,3,54.67,55.0
Indjai Correia,20,59,Guinea Bissau,AS Saint-Étienne,61,ST,ST LW,72,179.83,82.1,Right,13,300000.0,1,55,39,1491,330,3,3,High,Medium,1,75,58,53,65,28,51,6,55.0,58.67
E. Colley,20,63,Gambia,Hellas Verona,65,ST,ST,74,182.88,74.84,Right,11,650000.0,0,35,49,1436,315,3,2,High,Low,1,69,66,46,63,21,50,16,56.0,58.33
G. Tunjov,19,56,Estonia,SPAL,58,CAM,CM,73,182.88,72.12,Left,17,190000.0,2,46,49,1553,322,2,2,Medium,Medium,1,64,42,55,56,52,53,8,55.33,51.0
F. Ginella,21,58,Uruguay,Los Angeles FC,63,CAM,CM CDM,72,155.45,72.12,Right,14,275000.0,1,36,59,1526,340,2,3,Medium,Medium,1,70,49,53,64,48,56,4,61.67,55.33
B. Maidana,20,60,Argentina,Club Atlético Huracán,61,RM,RM,68,164.59,63.05,Right,8,300000.0,2,56,60,1465,309,2,3,Medium,Medium,1,70,49,54,67,32,37,4,55.67,56.67
M. Márquez,19,56,Venezuela,Zamora FC,58,ST,ST,67,155.45,68.04,Right,11,150000.0,3,40,57,1356,286,3,3,Medium,Medium,1,57,55,43,57,24,50,3,54.67,51.67
K. Toporkiewicz,18,51,Poland,Jagiellonia Białystok,53,ST,ST,72,179.83,69.85,Right,21,80000.0,0,30,55,1291,276,2,2,Medium,Low,1,72,50,37,52,18,47,3,58.0,46.33
C. Arrua,22,52,Paraguay,Nacional Asunción,54,CAM,CAM,61,176.78,69.85,Right,9,80000.0,3,41,59,1398,298,3,2,High,Medium,1,63,39,53,51,35,57,5,59.67,47.67
D. Santacruz,25,67,Paraguay,Nacional Asunción,69,CAM,CAM,72,155.45,73.94,Right,5,1000000.0,3,41,40,1596,341,4,4,High,Medium,1,66,64,58,73,30,50,4,52.0,65.0
R. Garay,23,61,Paraguay,Nacional Asunción,63,CB,CB,69,185.93,79.83,Right,8,325000.0,3,38,63,1403,305,3,2,Low,High,1,57,32,42,50,60,64,3,61.33,41.33
K. Miura,53,59,Japan,Yokohama FC,60,CF,ST,59,155.45,72.12,Right,0,0.0,0,44,21,1341,269,4,2,Low,Low,1,25,63,55,60,19,47,279,31.0,59.33
A. González,28,60,Paraguay,Nacional Asunción,60,CDM,CDM,60,179.83,76.2,Right,0,180000.0,3,51,58,1480,313,3,2,Medium,High,1,45,40,54,56,56,62,3,55.0,50.0
M. Duré,29,58,Paraguay,Sportivo Luqueño,58,CM,CM CDM,58,155.45,71.21,Right,0,120000.0,3,40,65,1527,328,3,2,Medium,Medium,1,56,48,55,56,53,60,4,60.33,53.0
E. Orzuza,30,59,Paraguay,Nacional Asunción,59,CM,CM,59,176.78,73.03,Right,0,140000.0,3,40,67,1515,328,3,2,Medium,High,1,55,47,55,58,49,64,3,62.0,53.33
A. Verdún,22,51,Paraguay,Nacional Asunción,52,LM,LM,60,176.78,68.04,Left,9,60000.0,3,46,47,1310,285,3,2,Medium,Medium,1,69,41,46,53,28,48,3,54.67,46.67
E. Zaracho,30,63,Paraguay,Nacional Asunción,63,CM,CM,63,155.45,74.84,Right,0,350000.0,3,62,61,1614,348,2,2,Medium,Medium,1,60,54,65,60,48,61,5,60.67,59.67
J. Espínola,25,65,Paraguay,Nacional Asunción,65,GK,GK,70,185.93,99.79,Right,5,525000.0,3,15,27,1002,357,2,1,Medium,Medium,1,63,68,66,66,29,65,3,51.67,66.67
R. Báez,22,59,Paraguay,Nacional Asunción,60,RM,LM,69,170.69,68.95,Right,10,250000.0,3,61,59,1440,310,3,2,Medium,Medium,1,62,50,57,60,34,47,3,56.0,55.67
V. Dávalos,29,63,Paraguay,Club Guaraní,63,RB,RB,63,179.83,73.03,Right,0,300000.0,0,68,64,1560,345,3,2,Medium,High,1,69,44,56,58,60,58,5,63.67,52.67
C. Nuñez,24,61,Paraguay,Nacional Asunción,63,CB,CB RB,68,155.75,78.02,Right,7,325000.0,3,60,63,1433,313,3,2,Medium,High,1,58,31,43,57,62,62,3,61.0,43.67
D. Fleitas,23,61,Paraguay,Nacional Asunción,63,ST,ST,69,155.75,83.91,Right,8,375000.0,3,55,61,1467,314,3,2,High,Low,1,59,63,51,58,21,62,3,60.67,57.33
F. Romero,20,61,Paraguay,Nacional Asunción,63,ST,ST,71,179.83,79.83,Right,10,425000.0,3,36,63,1454,314,3,2,High,Low,1,62,59,44,57,25,67,6,64.0,53.33
S. Hansen,17,63,Netherlands,Ajax,63,RW,RW ST LW,84,179.83,68.95,Right,21,800000.0,0,52,51,1594,346,4,4,High,Medium,1,83,61,54,68,28,52,72,62.0,61.0
R. Cabrera,25,62,Paraguay,Sportivo Luqueño,64,CB,CB RB,67,179.83,69.85,Right,5,350000.0,3,38,56,1420,312,3,2,Medium,Medium,1,70,28,45,47,62,60,3,62.0,40.0
F. Benítez,21,62,Paraguay,Sportivo Luqueño,63,LM,LM,70,155.45,79.83,Left,8,450000.0,3,65,57,1415,308,3,3,Medium,Medium,1,68,46,58,62,23,51,4,58.67,55.33
B. Armoa,20,65,Paraguay,FC Juárez,65,RW,RW ST,76,179.83,72.12,Right,11,925000.0,3,70,52,1497,329,3,3,High,Medium,1,72,60,60,62,23,52,12,58.67,60.67
L. Ibarra,21,56,Paraguay,Sportivo Luqueño,58,CM,CM,64,179.83,71.21,Right,8,130000.0,3,35,64,1462,310,3,2,Medium,High,1,47,54,49,54,49,57,4,56.0,52.33
V. Villalba,21,59,Paraguay,Sportivo Luqueño,60,RM,RM,67,170.69,68.04,Right,8,230000.0,3,55,56,1420,304,3,2,High,Medium,1,69,46,55,60,27,47,4,57.33,53.67
J. Domínguez,20,56,Paraguay,Sportivo Luqueño,59,CM,CM,66,155.45,76.2,Right,10,140000.0,3,52,56,1458,322,3,2,Medium,Medium,1,62,52,54,57,47,50,4,56.0,54.33
J. Ojeda,22,60,Paraguay,Sportivo Luqueño,60,RB,RB,67,176.78,67.13,Right,7,250000.0,3,51,63,1381,304,2,3,Medium,Medium,1,63,29,48,52,57,55,3,60.33,43.0
A. Boutoutaou,19,54,France,Valenciennes FC,56,CAM,CAM,73,173.74,55.79,Right,19,150000.0,2,42,34,1434,300,2,3,Medium,Medium,1,73,47,48,66,32,34,5,47.0,53.67
Álex Cruz,20,60,Spain,CD Tenerife,63,RB,CM CAM CDM,72,167.64,64.86,Right,12,375000.0,1,53,61,1690,354,3,2,Medium,Medium,1,76,48,62,60,56,52,5,63.0,56.67
Pepe Sánchez,20,60,Spain,Granada CF,62,CB,CB CDM,75,182.88,74.84,Right,15,425000.0,0,34,50,1567,331,3,2,Medium,Medium,1,63,47,51,49,59,62,7,58.33,49.0
Marc Echarri,21,64,Spain,Rayo Vallecano,66,ST,ST,75,192.02,78.02,Right,11,775000.0,0,43,74,1526,330,3,2,Medium,Medium,1,68,68,46,59,23,66,5,69.33,57.67
S. Mijnans,20,55,Netherlands,Sparta Rotterdam,59,LM,CM,69,155.75,72.12,Left,14,170000.0,1,49,61,1585,339,3,2,Medium,Medium,1,70,50,54,59,48,58,4,63.0,54.33
R. Smit,19,62,Netherlands,SC Heerenveen,64,ST,ST,74,182.88,73.94,Right,12,525000.0,1,38,45,1492,319,3,2,Medium,Medium,1,70,60,46,57,25,61,6,58.67,54.33
N. Madueke,18,70,England,PSV,72,CAM,RM ST,86,179.83,64.86,Left,16,3700000.0,3,57,52,1767,377,3,4,Medium,Medium,1,78,65,64,78,36,56,1400,62.0,69.0
A. Dionkou,17,62,Senegal,Manchester City,63,RB,RB,80,182.88,77.11,Right,18,550000.0,0,58,67,1576,347,3,2,High,Medium,1,76,36,47,63,58,67,17,70.0,48.67
S. Lammens,17,57,Belgium,Club Brugge KV,57,GK,GK,76,195.07,72.12,Right,19,170000.0,1,14,29,895,297,3,1,Medium,Medium,1,64,56,49,63,22,43,3,45.33,56.0
K. Baah,17,56,England,Rochdale,57,RM,RW ST,79,182.88,74.84,Right,23,200000.0,0,44,52,1447,319,2,3,High,Medium,1,78,49,47,58,39,48,33,59.33,51.33
K. Tønnessen,22,62,Norway,IK Start,62,LB,LB LWB,69,182.88,76.2,Left,7,375000.0,2,56,68,1530,332,2,2,Medium,Medium,1,65,37,50,56,59,65,4,66.0,47.67
Won Du Jae,22,65,Korea Republic,Ulsan Hyundai FC,67,CB,CDM CB,76,188.98,79.83,Right,11,850000.0,3,48,83,1592,355,3,2,Medium,High,1,62,47,53,53,65,75,11,73.33,51.0
M. Araújo,20,60,Uruguay,Puebla FC,60,LB,LB LM,76,155.45,69.85,Left,16,425000.0,0,56,36,1561,341,3,2,Medium,High,1,80,35,53,63,57,53,6,56.33,50.33
D. Kocyła,17,61,Poland,Wisła Płock,62,RM,RM ST,77,155.75,66.22,Right,16,500000.0,2,53,65,1512,323,3,2,High,Low,1,77,57,53,60,26,50,10,64.0,56.67
F. Tudor,24,68,Croatia,Raków Częstochowa,70,RM,RM RB,71,176.78,68.04,Right,3,1100000.0,1,70,80,1859,405,3,3,High,High,1,83,58,63,66,64,71,7,78.0,62.33
Pedro Mendes,20,71,Portugal,UD Almería,73,ST,ST,83,188.98,83.91,Right,12,4300000.0,0,51,65,1780,375,4,3,High,Medium,1,71,72,57,67,34,74,112,70.0,65.33
E. Kinali,20,52,England,Southend United,53,RM,RM LW,67,155.45,74.84,Right,15,110000.0,0,50,53,1401,294,3,3,Medium,Medium,1,66,36,49,51,42,50,3,56.33,45.33
N. Meister,20,63,Austria,SKN St. Pölten,65,CAM,LM RM ST,73,167.64,63.05,Right,10,600000.0,0,63,43,1610,328,3,3,Medium,Medium,1,73,60,61,66,28,40,7,52.0,62.33
B. Limbombe,19,60,Belgium,KRC Genk,60,LW,LW RW,74,176.78,73.03,Right,14,450000.0,2,58,51,1393,305,3,3,High,Low,1,81,49,52,64,21,38,5,56.67,55.0
S. Kimura,18,55,Japan,FC Tokyo,57,CB,CB,70,185.93,79.83,Right,15,150000.0,2,31,51,1257,292,3,2,Medium,Medium,1,65,23,38,45,51,70,4,62.0,35.33
K. Bangunagande,18,57,Japan,FC Tokyo,57,LB,LB,73,179.83,73.94,Right,16,200000.0,2,54,58,1483,331,4,2,Medium,Medium,1,76,35,48,54,51,67,5,67.0,45.67
B. Dempsey,20,55,England,Charlton Athletic,57,CM,CM,68,155.45,72.12,Right,13,150000.0,0,46,59,1454,316,3,2,Medium,Medium,1,66,40,54,55,43,58,4,61.0,49.67
J. Davison,20,58,England,Charlton Athletic,60,ST,ST,70,155.75,78.93,Right,12,230000.0,1,30,52,1371,289,4,2,Medium,Medium,1,65,57,41,55,19,52,7,56.33,51.0
S. Pavlović,19,64,Serbia,AS Monaco,66,CB,CB,82,195.07,83.91,Left,18,900000.0,3,34,63,1425,316,3,2,Medium,Medium,1,59,33,44,44,64,72,60,64.67,40.33
K. Kurokawa,23,58,Japan,Gamba Osaka,58,LB,LB,64,176.78,69.85,Left,6,150000.0,0,53,57,1454,317,3,2,Medium,Medium,1,70,31,47,51,55,63,4,63.33,43.0
J. Nishikawa,18,58,Japan,Cerezo Osaka,60,CAM,CAM CF,76,155.75,71.21,Left,18,250000.0,2,58,41,1507,320,4,3,Medium,Medium,1,61,54,59,62,29,55,19,52.33,58.33
H. Takeda,18,53,Japan,Urawa Red Diamonds,57,CAM,CM,68,155.45,68.04,Right,15,120000.0,2,56,52,1509,316,3,2,Medium,Medium,1,58,50,58,58,37,55,3,55.0,55.33
Y. Badji,18,65,Senegal,Club Brugge KV,67,ST,ST,83,195.07,79.83,Right,18,1100000.0,3,46,68,1574,347,3,2,High,High,1,70,63,52,64,28,70,89,69.33,59.67
K. Hoshi,23,58,Japan,Yokohama FC,60,CB,CB,65,182.88,79.83,Right,7,160000.0,0,20,51,1242,268,3,2,Medium,Medium,1,49,23,33,38,55,70,3,56.67,31.33
B. Spencer-Adams,18,61,England,Watford,62,CB,CB,76,182.88,79.83,Right,15,475000.0,0,34,62,1368,290,2,2,Medium,Medium,1,54,31,40,41,60,64,5,60.0,37.33
C. Saydee,18,58,England,Bournemouth,60,ST,ST,75,155.75,78.02,Right,17,275000.0,0,36,55,1449,309,2,3,Medium,Medium,1,72,57,46,58,22,54,4,60.33,53.67
