age,over_all_rating,nationality,club,best_position,potential,height,weight,foot,market_value,contract,cross,stamina,total_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,phys_index,skill_index
21,58,Australia,Macarthur FC,CB,69,185.93,74.84,Right,200000.0,3,48,68,1566,4,2,Medium,Medium,1,66,46,51,53,55,67,67.0,50.0
19,56,Australia,Melbourne Victory,ST,75,182.88,74.84,Left,190000.0,3,50,62,1477,3,4,High,Medium,1,74,55,46,59,31,48,61.33,53.33
20,58,Germany,FC St. Pauli,CB,71,195.07,79.83,Left,230000.0,0,48,51,1303,3,2,Medium,Medium,1,62,28,40,43,60,57,56.67,37.0
19,62,Norway,Rosenborg BK,CAM,76,173.74,64.86,Left,650000.0,3,41,69,1611,3,3,Medium,Medium,1,69,49,58,66,46,54,64.0,57.67
19,59,Germany,FC Augsburg,CB,74,182.88,74.84,Right,325000.0,0,50,49,1561,3,2,Medium,High,1,57,47,55,56,59,56,54.0,52.67
23,57,England,Bolton Wanderers,CAM,65,155.45,73.94,Right,150000.0,0,43,65,1607,3,2,Medium,Medium,1,63,53,54,58,53,65,64.33,55.0
25,65,DR Congo,Dijon FCO,LWB,70,176.78,76.2,Left,625000.0,0,68,64,1641,2,3,High,Medium,1,67,43,53,65,63,68,66.33,53.67
22,62,Spain,Real Zaragoza,CAM,71,173.74,67.13,Left,475000.0,3,42,40,1472,3,3,Medium,Medium,1,70,49,56,69,31,42,50.67,58.0
18,68,Spain,RC Celta,ST,81,179.83,69.85,Right,1600000.0,0,33,50,1597,3,3,Medium,Medium,1,71,72,53,71,34,52,57.67,65.33
19,61,Spain,RC Celta,RB,76,173.74,69.85,Right,500000.0,0,60,52,1404,4,3,Medium,Medium,1,62,26,46,54,60,47,53.67,42.0
18,53,England,Stevenage,CB,68,195.07,73.94,Right,110000.0,0,21,55,1264,3,2,Medium,Medium,1,60,23,34,41,50,66,60.33,32.67
21,64,Panama,LASK Linz,LM,73,188.98,78.02,Left,700000.0,3,61,70,1696,3,2,Medium,High,1,71,51,59,64,62,71,70.67,58.0
20,62,Albania,FC Cartagena,CDM,73,188.98,74.84,Right,475000.0,0,48,65,1559,3,2,Medium,Medium,1,49,49,55,55,60,70,61.33,53.0
19,63,Spain,CF Fuenlabrada,CAM,73,167.64,58.97,Right,575000.0,0,55,52,1480,3,3,Medium,Medium,1,81,45,62,65,20,45,59.33,57.33
19,56,England,Southend United,CB,68,188.98,73.94,Left,140000.0,0,22,60,1298,2,2,Medium,Medium,1,62,26,33,46,55,65,62.33,35.0
23,57,Japan,Kawasaki Frontale,ST,63,179.83,74.84,Right,140000.0,0,52,54,1536,3,2,High,Medium,1,68,55,52,58,37,63,61.67,55.0
19,50,England,Rochdale,CAM,69,179.83,67.13,Right,60000.0,0,40,40,1315,2,2,Medium,High,1,63,39,50,53,36,44,49.0,47.33
19,55,Cyprus,Leyton Orient,CDM,70,188.98,73.94,Right,160000.0,0,39,65,1450,3,2,Medium,Medium,1,65,41,50,54,51,62,64.0,48.33
17,50,Wales,Newport County,CB,63,155.75,78.02,Right,45000.0,2,40,62,1289,3,2,Medium,Medium,1,59,25,40,48,48,59,60.0,37.67
18,51,England,Carlisle United,CAM,68,185.93,74.84,Right,80000.0,0,40,53,1448,3,2,Medium,Low,1,68,43,50,51,45,56,59.0,48.0
17,53,Scotland,Leeds United,RM,75,179.83,69.85,Right,130000.0,0,52,48,1345,3,3,High,Medium,1,68,40,52,53,33,46,54.0,48.33
18,51,England,Grimsby Town,LB,70,155.45,74.84,Left,70000.0,0,53,55,1298,3,2,Medium,Medium,1,64,31,38,48,47,52,57.0,39.0
17,50,England,Grimsby Town,RM,64,176.78,68.04,Right,60000.0,0,43,56,1424,3,2,Medium,Medium,1,67,40,49,53,46,51,58.0,47.33
16,53,Scotland,Aberdeen,RB,73,155.45,68.04,Right,110000.0,0,45,55,1333,2,2,Medium,Medium,1,67,27,37,50,51,57,59.67,38.0
18,53,Scotland,Aberdeen,CAM,72,179.83,69.85,Right,120000.0,0,46,34,1481,3,3,Medium,Medium,1,68,45,53,58,46,43,48.33,52.0
19,61,Japan,Fortuna Düsseldorf,CAM,75,179.83,60.78,Right,550000.0,3,58,51,1503,3,3,Medium,Medium,1,66,45,60,69,35,39,52.0,58.0
19,62,Germany,VfL Wolfsburg,GK,80,188.98,88.0,Right,550000.0,1,15,32,1065,3,1,Medium,Medium,1,66,62,62,67,41,51,49.67,63.67
19,56,England,Accrington Stanley,RB,66,185.93,69.85,Right,130000.0,0,49,69,1377,2,2,Medium,Medium,1,63,30,44,51,52,63,65.0,41.67
19,58,Italy,Crotone,CAM,71,179.83,68.04,Right,240000.0,3,50,65,1503,3,2,High,Medium,1,64,55,58,61,23,45,58.0,58.0
23,66,Spain,RCD Mallorca,CAM,74,155.45,78.02,Right,950000.0,0,54,74,1774,3,2,High,Medium,1,69,59,64,68,49,70,71.0,63.67
18,63,Netherlands,FC Groningen,ST,79,179.83,74.84,Right,775000.0,3,39,58,1507,2,2,Medium,Medium,1,68,66,46,59,28,54,60.0,57.0
18,54,Germany,RB Leipzig,GK,74,192.02,87.09,Right,120000.0,1,14,27,839,2,1,Medium,Medium,1,52,59,50,55,23,51,43.33,54.67
19,60,Spain,Girona FC,CAM,80,167.64,67.13,Right,450000.0,2,54,58,1638,3,2,Medium,Medium,1,66,43,61,62,53,56,60.0,55.33
19,61,Spain,Girona FC,CB,75,185.93,74.84,Left,500000.0,0,34,60,1395,3,2,Medium,High,1,60,34,43,35,63,62,60.67,37.33
20,59,Spain,Elche CF,GK,73,182.88,78.93,Right,300000.0,0,10,23,917,3,1,Medium,Medium,1,61,62,61,63,29,59,47.67,62.0
19,59,Spain,Elche CF,CAM,75,182.88,71.21,Right,325000.0,0,53,51,1625,3,2,Medium,Medium,1,63,57,60,62,47,55,56.33,59.67
21,61,Spain,Elche CF,ST,70,185.93,79.83,Right,400000.0,0,34,57,1493,3,2,Medium,Medium,1,67,63,42,55,30,64,62.67,53.33
18,55,Turkey,Göztepe SK,ST,74,185.93,69.85,Right,170000.0,3,28,55,1371,3,2,Medium,Low,1,49,58,40,52,30,56,53.33,50.0
20,62,Spain,Fiorentina,CAM,76,155.45,63.96,Left,675000.0,2,52,50,1606,3,4,High,Medium,1,67,58,58,68,39,48,55.0,61.33
19,56,Mexico,Santos Laguna,CAM,73,155.45,72.12,Right,190000.0,1,52,46,1617,3,2,Medium,Medium,1,70,51,56,62,55,55,57.0,56.33
22,65,Italy,Cagliari,RB,74,176.78,68.04,Right,750000.0,1,60,60,1581,2,2,Medium,Medium,1,65,37,54,64,64,53,59.33,51.67
20,62,Portugal,Os Belenenses,CDM,72,182.88,78.02,Right,450000.0,0,52,65,1627,3,2,Medium,Medium,1,63,47,57,59,61,65,64.33,54.33
19,65,Spain,Deportivo Alavés,RM,78,155.45,74.84,Right,1000000.0,2,63,64,1574,3,3,Medium,Medium,1,75,51,60,67,35,49,62.67,59.33
19,67,Spain,Málaga CF,RB,81,179.83,62.14,Right,1500000.0,1,66,75,1688,3,2,Medium,Medium,1,79,37,58,63,61,65,73.0,52.67
21,71,Croatia,Dinamo Zagreb,RM,80,179.83,76.2,Right,3700000.0,3,67,75,1968,4,4,High,Medium,1,79,69,70,76,56,67,73.67,71.67
20,64,Spain,Deportivo de La Coruña,LM,75,182.88,73.03,Left,775000.0,0,60,75,1763,3,3,Medium,Medium,1,70,57,64,64,53,61,68.67,61.67
21,76,Uruguay,Tigres U.A.N.L.,CAM,85,167.64,64.86,Left,12000000.0,3,70,67,1909,3,3,High,Low,1,72,76,73,78,41,63,67.33,75.67
20,62,France,LOSC Lille,CAM,74,176.78,69.85,Right,550000.0,3,64,57,1618,3,3,High,Low,1,65,55,62,65,40,53,58.33,60.67
19,59,Italy,Pescara,ST,74,195.07,89.81,Right,325000.0,3,26,44,1307,2,2,Medium,Low,1,52,57,36,52,24,63,53.0,48.33
19,63,Spain,Málaga CF,RM,76,176.78,68.04,Right,675000.0,1,60,75,1709,3,3,Medium,Medium,1,71,58,65,65,46,59,68.33,62.67
22,69,Brazil,UD Las Palmas,LB,78,176.78,68.95,Left,1500000.0,0,69,66,1651,3,2,High,Medium,1,67,43,55,68,64,54,62.33,55.33
19,55,Netherlands,RKC Waalwijk,GK,66,185.93,74.84,Right,110000.0,0,14,23,850,3,1,Medium,Medium,1,54,58,56,57,20,58,45.0,57.0
18,59,Sweden,Kalmar FF,RM,73,179.83,77.11,Right,325000.0,0,45,80,1594,3,2,High,Medium,1,79,51,50,63,40,67,75.33,54.67
18,71,France,FC Bayern München,CB,85,188.98,83.01,Right,4600000.0,3,37,71,1654,3,2,Low,High,1,69,37,55,62,71,74,71.33,51.33
25,67,Paraguay,Nacional de Montevideo,CB,72,155.45,74.84,Right,900000.0,1,35,57,1488,3,2,Low,High,1,63,34,46,47,67,68,62.67,42.33
20,61,Italy,Cagliari,RB,76,182.88,74.84,Right,525000.0,4,62,66,1462,2,2,Medium,Medium,1,66,30,48,58,56,55,62.33,45.33
20,51,Guinea Bissau,Charlton Athletic,CAM,64,173.74,63.96,Right,70000.0,0,47,47,1410,3,2,Medium,Medium,1,62,47,52,59,34,42,50.33,52.67
22,65,Australia,Wellington Phoenix,RM,76,179.83,68.95,Right,925000.0,1,55,62,1608,2,4,High,Low,1,73,57,56,73,33,55,63.33,62.0
18,58,Mali,FC Metz,CDM,74,182.88,67.13,Right,250000.0,3,43,44,1566,2,2,Medium,Medium,1,57,43,58,58,58,50,50.33,53.0
29,63,Venezuela,Estudiantes de Mérida,CB,63,188.98,81.19,Right,300000.0,0,32,68,1435,2,2,Medium,Medium,1,58,25,45,57,63,66,64.0,42.33
19,56,Venezuela,Estudiantes de Mérida,GK,71,155.45,63.96,Right,160000.0,0,12,28,837,2,1,Medium,Medium,1,55,54,55,55,23,54,45.67,54.67
20,63,Venezuela,Estudiantes de Mérida,RM,74,182.88,73.94,Right,575000.0,0,58,70,1587,3,3,High,High,1,76,45,59,63,57,53,66.33,55.67
28,62,Venezuela,Estudiantes de Mérida,LB,62,176.78,57.15,Left,250000.0,0,57,67,1521,2,3,Medium,Medium,1,78,31,49,56,56,63,69.33,45.33
28,59,Venezuela,Estudiantes de Mérida,LB,59,173.74,68.04,Left,130000.0,0,63,56,1391,2,2,High,High,1,55,32,45,54,57,45,52.0,43.67
33,63,Venezuela,Estudiantes de Mérida,RB,63,155.75,79.83,Right,170000.0,0,60,78,1570,3,2,Medium,Medium,1,84,29,51,59,55,71,77.67,46.33
23,65,Venezuela,Estudiantes de Mérida,CDM,70,170.69,60.78,Right,650000.0,0,36,71,1581,2,2,Medium,Medium,1,65,37,55,57,63,66,67.33,49.67
19,57,Turkey,Göztepe SK,LM,72,155.45,64.86,Left,220000.0,2,53,52,1429,3,2,Medium,Low,1,68,56,49,63,32,42,54.0,56.0
20,57,Canada,Vancouver Whitecaps FC,RB,70,155.75,73.03,Right,180000.0,3,44,60,1478,3,2,Medium,High,1,71,42,52,51,54,53,61.33,48.33
19,61,Russia,Lokomotiv Moscow,ST,75,182.88,78.02,Right,550000.0,2,40,55,1427,3,2,High,Medium,1,68,59,47,60,22,55,59.33,55.33
17,63,Russia,PFC CSKA Moscow,CDM,78,192.02,73.03,Right,675000.0,1,35,66,1498,3,2,Low,High,1,64,31,54,55,65,62,64.0,46.67
24,61,Venezuela,Unión Española,RM,67,176.78,72.12,Right,350000.0,0,66,75,1529,3,3,Medium,Medium,1,80,55,56,66,25,56,70.33,59.0
18,61,Italy,Pisa,ST,80,188.98,78.02,Right,525000.0,1,47,55,1544,4,2,High,High,1,71,59,50,59,29,63,63.0,56.0
19,54,England,Middlesbrough,ST,72,179.83,67.13,Right,150000.0,0,52,45,1438,3,2,Medium,Medium,1,74,56,46,57,39,44,54.33,53.0
20,64,Italy,Sassuolo,ST,79,176.78,68.95,Right,1000000.0,1,43,48,1500,3,2,High,Low,1,59,68,50,64,26,45,50.67,60.67
17,76,Spain,FC Barcelona,LW,90,155.45,66.22,Right,15000000.0,1,69,64,1805,4,4,High,Medium,1,88,71,68,79,29,53,68.33,72.67
19,59,Uruguay,Minnesota United FC,RM,73,167.64,58.06,Right,325000.0,3,53,58,1488,3,2,High,Medium,1,74,49,56,64,32,42,58.0,56.33
21,65,Mexico,Pachuca,RB,74,179.83,63.05,Right,750000.0,1,59,69,1621,3,2,High,Medium,1,65,45,55,63,60,61,65.0,54.33
17,57,Sweden,Hammarby IF,CAM,71,170.69,57.15,Right,200000.0,1,42,51,1505,3,3,Medium,Medium,1,64,43,55,61,46,41,52.0,53.0
20,65,Argentina,Club Atlético Lanús,GK,78,188.98,76.2,Right,850000.0,0,25,39,1260,3,1,Medium,Medium,1,66,65,69,68,51,62,55.67,67.33
25,59,Sweden,Mjällby AIF,ST,64,198.12,94.8,Right,210000.0,1,23,59,1407,3,2,Medium,Medium,1,60,56,38,55,31,74,64.33,49.67
19,51,New Zealand,Hamilton Academical FC,CB,67,192.02,79.83,Right,70000.0,0,35,59,1262,3,2,Medium,Medium,1,56,26,34,40,51,60,58.33,33.33
18,57,Scotland,Hamilton Academical FC,CB,79,185.93,74.84,Right,220000.0,1,22,61,1277,3,2,Medium,High,1,54,27,34,37,57,67,60.67,32.67
16,61,Italy,Cittadella,GK,79,155.75,73.94,Right,425000.0,1,13,20,1019,3,1,Medium,Medium,1,63,60,53,64,42,55,46.0,59.0
20,65,Argentina,Club Atlético Lanús,CM,76,173.74,64.86,Right,925000.0,2,53,73,1772,4,2,Medium,Medium,1,69,56,64,65,61,60,67.33,61.67
17,60,Italy,Cittadella,ST,78,185.93,77.11,Right,425000.0,1,52,55,1535,3,2,Medium,Medium,1,66,59,53,57,30,60,60.33,56.33
17,58,Italy,Cittadella,LB,76,182.88,74.84,Left,230000.0,1,49,60,1514,3,2,Medium,Medium,1,76,35,47,52,58,58,64.67,44.67
18,61,England,Manchester United,CB,77,188.98,81.19,Right,475000.0,1,33,56,1475,3,2,High,Medium,1,66,39,46,48,60,62,61.33,44.33
18,65,France,Stade de Reims,CAM,81,173.74,64.86,Left,1100000.0,2,64,52,1639,2,3,High,Low,1,77,60,63,71,33,44,57.67,64.67
21,51,France,Crotone,LM,60,155.75,69.85,Left,60000.0,3,49,55,1375,2,2,Medium,Medium,1,63,37,51,49,43,48,55.33,45.67
27,65,Venezuela,Estudiantes de Mérida,CAM,66,188.98,77.11,Right,600000.0,0,40,78,1716,3,2,Low,Low,1,68,56,60,67,55,65,70.33,61.0
32,68,Venezuela,Estudiantes de Mérida,LM,68,179.83,74.84,Left,700000.0,3,68,62,1696,2,4,High,Low,1,66,65,69,71,30,58,62.0,68.33
17,57,Netherlands,PEC Zwolle,ST,73,182.88,72.12,Right,210000.0,1,37,48,1401,3,2,Medium,Medium,1,73,57,43,56,19,42,54.33,52.0
29,63,Mexico,Estudiantes de Mérida,ST,63,176.78,68.95,Left,375000.0,0,33,43,1458,5,3,Medium,Medium,1,60,67,44,65,19,57,53.33,58.67
19,68,Burkina Faso,KV Mechelen,RB,83,155.75,69.85,Right,1800000.0,0,68,73,1644,2,2,High,Medium,1,90,27,58,65,58,70,77.67,50.0
24,65,France,Paris FC,CDM,73,179.83,73.94,Right,725000.0,1,51,67,1718,3,2,Medium,Medium,1,65,51,61,66,62,66,66.0,59.33
20,69,Uruguay,Los Angeles FC,RM,79,176.78,68.04,Right,1700000.0,3,67,63,1613,3,2,High,Medium,1,79,64,62,71,23,48,63.33,65.67
20,64,Italy,Sporting de Charleroi,ST,75,192.02,88.0,Left,775000.0,0,51,61,1604,3,3,Medium,Medium,1,72,63,50,63,30,71,68.0,58.67
21,72,Uruguay,SL Benfica,ST,82,188.98,79.83,Right,5000000.0,4,39,74,1760,3,3,High,High,1,80,73,50,69,32,74,76.0,64.0
23,68,Kenya,IF Elfsborg,CB,76,195.07,74.84,Right,1200000.0,1,54,68,1687,3,2,Medium,Medium,1,66,42,61,55,68,69,67.67,52.67
20,57,France,Stade Malherbe Caen,RM,73,179.83,59.87,Right,230000.0,2,46,49,1428,4,2,Medium,Medium,1,82,48,46,66,28,40,57.0,53.33
29,65,Hungary,Hungary,CM,65,179.83,69.85,Right,0.0,0,45,69,1712,3,2,Medium,Medium,1,57,56,58,64,62,67,64.33,59.33
21,59,Italy,Fiorentina,CB,69,188.98,78.02,Right,230000.0,3,32,55,1357,2,2,Medium,Medium,1,55,29,36,39,60,60,56.67,34.67
18,55,United States,Mazatlán FC,LM,72,173.74,77.11,Left,170000.0,3,56,50,1528,1,2,Medium,Low,1,73,50,56,56,37,57,60.0,54.0
20,64,Mexico,Tigres U.A.N.L.,RM,80,179.83,59.87,Right,1000000.0,1,61,63,1722,3,3,High,Medium,1,80,54,58,67,52,58,67.0,59.67
20,55,Poland,Stal Mielec,CB,70,201.17,88.9,Right,160000.0,0,28,60,1217,2,2,Medium,High,1,54,25,31,32,55,68,60.67,29.33
17,67,France,AS Saint-Étienne,CAM,78,155.75,72.12,Right,1100000.0,2,65,58,1761,3,4,High,Medium,1,69,60,68,72,55,57,61.33,66.67
21,65,Ivory Coast,La Berrichonne de Châteauroux,CB,73,192.02,84.82,Right,725000.0,0,34,55,1443,3,2,Medium,Medium,1,61,29,44,50,63,72,62.67,41.0
24,61,Portugal,Piast Gliwice,RM,68,155.45,73.03,Right,350000.0,0,50,60,1517,3,3,High,Medium,1,76,53,58,64,28,55,63.67,58.33
17,53,Wales,Swansea City,RB,76,164.59,59.87,Right,120000.0,1,50,58,1310,3,2,Medium,Medium,1,74,29,42,46,49,51,61.0,39.0
20,59,Netherlands,PEC Zwolle,CAM,67,155.75,69.85,Right,230000.0,0,56,42,1519,3,2,High,Medium,1,70,52,56,64,37,46,52.67,57.33
19,61,Austria,FC Admira Wacker Mödling,LM,75,155.45,66.22,Left,550000.0,3,53,61,1494,3,2,High,Medium,1,77,48,55,67,27,54,64.0,56.67
21,75,Netherlands,SC Heerenveen,CM,83,185.93,74.84,Right,10000000.0,3,79,75,1936,4,3,Medium,Medium,1,66,66,79,75,61,71,70.67,73.33
20,57,Netherlands,FC Groningen,GK,69,201.17,94.8,Right,150000.0,0,14,21,867,2,1,Medium,Medium,1,58,55,57,55,19,58,45.67,55.67
19,62,Austria,SK Rapid Wien,CDM,76,185.93,74.84,Right,625000.0,1,36,69,1618,2,2,Medium,High,1,59,53,52,67,58,68,65.33,57.33
19,58,Ivory Coast,Cosenza,ST,70,155.75,74.84,Left,220000.0,0,56,40,1489,2,2,High,Low,1,69,65,51,58,32,47,52.0,58.0
19,64,Mali,SK Sturm Graz,LB,77,155.75,69.85,Left,775000.0,3,57,68,1675,3,2,Medium,Medium,1,81,49,54,63,59,66,71.67,55.33
19,60,Netherlands,Fortuna Sittard,CAM,72,179.83,73.94,Right,350000.0,0,55,54,1646,3,3,Medium,Medium,1,67,52,61,65,46,55,58.67,59.33
20,58,Greece,PAOK,CB,69,185.93,82.1,Left,200000.0,2,65,56,1613,3,2,Low,Medium,1,66,48,56,48,58,60,60.67,50.67
21,63,Argentina,Godoy Cruz,RM,75,179.83,74.84,Right,650000.0,3,58,68,1665,3,3,Medium,Medium,1,71,55,59,62,48,59,66.0,58.67
24,68,Ivory Coast,PFC CSKA Moscow,CB,71,192.02,86.18,Right,1000000.0,2,28,66,1521,3,2,Medium,High,1,69,36,45,47,68,69,68.0,42.67
20,65,Austria,SK Sturm Graz,LB,75,188.98,83.01,Left,800000.0,2,59,70,1623,3,2,High,Medium,1,70,42,54,59,61,73,71.0,51.67
19,60,Brazil,Sampdoria,CB,77,198.12,89.81,Right,400000.0,3,50,64,1461,3,2,Medium,Medium,1,62,35,38,54,61,75,67.0,42.33
25,65,Croatia,SD Huesca,CB,70,182.88,78.02,Left,650000.0,0,33,52,1352,3,2,Medium,Medium,1,64,26,35,36,66,63,59.67,32.33
27,66,Algeria,Málaga CF,CM,67,179.83,69.85,Left,725000.0,1,53,68,1732,3,3,High,Medium,1,61,57,64,64,61,64,64.33,61.67
19,70,Netherlands,Celtic,RM,86,179.83,69.85,Right,3500000.0,2,69,74,1850,3,3,High,Medium,1,90,48,64,77,62,67,77.0,63.0
21,72,Belgium,Willem II,CAM,80,176.78,64.86,Right,4600000.0,2,71,67,1760,3,4,High,Medium,1,81,66,67,78,30,51,66.33,70.33
18,50,New Zealand,Wellington Phoenix,ST,67,182.88,73.94,Right,60000.0,0,29,50,1279,2,2,Medium,Medium,1,79,46,35,50,20,57,62.0,43.67
23,59,Norway,SK Brann,ST,67,195.07,83.01,Right,230000.0,1,36,64,1405,2,2,Medium,Low,1,54,59,44,52,27,67,61.67,51.67
23,65,France,La Berrichonne de Châteauroux,ST,73,182.88,84.82,Right,800000.0,0,46,65,1560,3,3,Medium,Medium,1,76,66,49,65,18,70,70.33,60.0
20,72,Algeria,OGC Nice,CAM,82,179.83,60.78,Right,5000000.0,2,62,71,1960,3,3,High,High,1,75,63,69,76,70,70,72.0,69.33
18,56,Ghana,Crystal Palace,CB,65,182.88,84.82,Right,120000.0,0,32,63,1352,2,2,Low,Medium,1,59,30,40,40,52,67,63.0,36.67
20,62,Italy,Juventus,CAM,78,155.75,69.85,Right,650000.0,3,47,61,1641,3,2,High,Medium,1,65,51,61,62,53,54,60.0,58.0
21,67,Uruguay,FC Barcelona,CB,81,188.98,78.93,Right,1600000.0,2,21,61,1480,3,2,Medium,Medium,1,61,30,50,48,66,68,63.33,42.67
19,66,Portugal,Juventus,RM,84,155.45,72.12,Right,1400000.0,3,60,52,1643,3,4,High,Medium,1,82,58,57,73,32,53,62.33,62.67
18,48,England,Stevenage,CDM,63,185.93,84.82,Right,60000.0,0,39,63,1409,3,2,Medium,Medium,1,66,36,46,49,44,67,65.33,43.67
22,63,Hungary,Hungary,CB,76,195.07,83.01,Right,0.0,0,63,58,1419,4,2,Medium,High,1,62,29,51,31,63,67,62.33,37.0
20,65,Colombia,Panathinaikos FC,ST,76,155.75,78.02,Right,950000.0,0,42,58,1563,2,2,High,Low,1,77,66,51,63,24,61,65.33,60.0
17,64,England,Valencia CF,RM,81,155.45,73.03,Right,900000.0,1,66,66,1736,4,4,Medium,Medium,1,69,64,61,62,57,62,65.67,62.33
20,64,Egypt,Al Ain FC,CAM,78,179.83,62.14,Right,1000000.0,1,54,53,1566,3,3,Medium,Low,1,70,53,62,69,32,47,56.67,61.33
22,64,Nigeria,FC Zürich,ST,76,155.45,77.11,Right,800000.0,2,59,68,1687,4,3,High,Medium,1,90,61,50,67,34,67,75.0,59.33
23,66,Algeria,Angers SCO,RB,73,179.83,68.04,Right,800000.0,2,65,62,1622,2,2,High,Medium,1,67,39,54,68,63,50,59.67,53.67
19,52,Gabon,AC Ajaccio,CDM,67,182.88,63.96,Right,100000.0,0,43,48,1383,3,2,Low,Medium,1,57,35,46,54,46,61,55.33,45.0
22,58,Germany,1. FC Kaiserslautern,CAM,67,155.45,69.85,Right,200000.0,1,44,52,1514,4,2,Medium,Medium,1,67,45,55,62,37,52,57.0,54.0
21,63,Guinea Bissau,Vitória Guimarães,RM,71,188.98,73.03,Right,550000.0,1,60,60,1580,3,3,High,Low,1,83,53,57,64,30,62,68.33,58.0
20,61,Argentina,Málaga CF,GK,73,155.75,78.02,Right,375000.0,1,11,24,929,3,1,Medium,Medium,1,64,65,68,59,29,56,48.0,64.0
24,69,Greece,Sassuolo,LWB,76,182.88,76.2,Left,1300000.0,3,73,69,1704,2,2,Medium,Medium,1,68,48,59,64,66,69,68.67,57.0
20,66,Brazil,PFC CSKA Moscow,CAM,76,167.64,62.14,Right,1000000.0,1,60,53,1684,3,2,High,Medium,1,65,63,64,72,32,46,54.67,66.33
27,70,Israel,Vitesse,RB,71,173.74,62.14,Right,1800000.0,1,67,74,1851,3,2,High,Medium,1,80,54,64,68,64,70,74.67,62.0
22,64,Ecuador,SD Aucas,CDM,72,182.88,69.85,Right,600000.0,0,56,76,1733,3,2,Medium,Medium,1,79,56,59,63,59,73,76.0,59.33
18,58,Burkina Faso,Standard de Liège,ST,76,155.45,69.85,Right,275000.0,0,46,53,1461,3,3,Medium,Medium,1,82,62,43,59,21,49,61.33,54.67
17,53,England,Carlisle United,ST,71,182.88,74.84,Right,120000.0,0,32,64,1294,3,2,High,Medium,1,56,58,41,51,21,48,56.0,50.0
31,68,Uruguay,Sol de América,CAM,68,179.83,68.04,Right,775000.0,0,70,64,1726,3,3,High,Low,1,70,66,68,65,34,49,61.0,66.33
21,51,Paraguay,Club Libertad,GK,60,188.98,74.84,Right,45000.0,3,12,27,935,2,1,Medium,Medium,1,51,47,47,50,33,48,42.0,48.0
24,66,Uruguay,Nacional de Montevideo,LM,70,155.75,73.03,Left,750000.0,0,64,81,1780,3,3,Medium,High,1,87,51,62,64,56,71,79.67,59.0
20,71,Paraguay,Club Libertad,CF,80,167.64,63.05,Right,3700000.0,2,36,50,1687,3,4,High,Medium,1,80,67,56,71,27,60,63.33,64.67
23,67,Paraguay,Club Libertad,RM,75,182.88,76.2,Right,1100000.0,3,66,57,1539,4,3,Medium,Low,1,73,53,63,69,21,65,65.0,61.67
24,68,Uruguay,Club Libertad,LM,74,176.78,68.04,Left,1200000.0,1,68,51,1639,3,3,Medium,Medium,1,80,53,66,66,33,60,63.67,61.67
29,68,Paraguay,Club Guaraní,RB,68,155.75,83.01,Right,750000.0,3,62,70,1815,3,2,Medium,High,1,70,50,63,65,64,69,69.67,59.33
24,65,Uruguay,Club Guaraní,CM,72,176.78,73.94,Right,750000.0,0,63,72,1774,3,2,High,High,1,44,59,66,61,60,70,62.0,62.0
23,62,Paraguay,Club Guaraní,ST,68,155.75,78.02,Right,425000.0,3,43,66,1582,2,2,High,Low,1,53,63,51,60,28,69,62.67,58.0
20,69,Paraguay,Club Guaraní,RM,83,179.83,74.84,Right,2300000.0,3,61,78,1756,3,4,High,Low,1,80,64,64,70,49,63,73.67,66.0
22,69,Paraguay,Club Guaraní,CDM,82,182.88,79.83,Right,1900000.0,2,50,80,1746,3,2,Medium,High,1,68,49,63,60,65,70,72.67,57.33
19,61,Paraguay,Club Guaraní,CB,74,188.98,82.1,Left,425000.0,0,59,51,1491,3,2,Low,High,1,50,40,50,56,60,63,54.67,48.67
22,65,Paraguay,Club Guaraní,LM,74,176.78,77.11,Left,750000.0,0,69,72,1854,3,2,High,High,1,68,61,63,68,60,70,70.0,64.0
22,64,Uruguay,Liverpool Fútbol Club,GK,73,185.93,78.93,Right,550000.0,3,17,24,1018,2,1,Medium,Medium,1,62,60,61,62,25,63,49.67,61.0
21,66,Uruguay,New York City FC,CDM,80,176.78,73.03,Right,1300000.0,0,48,72,1792,3,3,Medium,High,1,78,55,59,66,65,62,70.67,60.0
20,67,Uruguay,Club América,CB,79,155.75,77.11,Right,1300000.0,3,52,71,1619,2,2,Medium,High,1,64,37,53,56,66,74,69.67,48.67
22,61,Uruguay,Liverpool Fútbol Club,RM,68,173.74,68.04,Right,350000.0,2,53,48,1531,3,3,Medium,Medium,1,70,48,59,57,47,59,59.0,54.67
25,64,Uruguay,Liverpool Fútbol Club,RB,69,185.93,79.83,Right,525000.0,0,58,61,1537,2,2,High,Medium,1,69,34,54,52,63,58,62.67,46.67
23,67,Uruguay,Liverpool Fútbol Club,RB,75,155.45,72.12,Right,1000000.0,3,62,69,1672,2,2,Low,Medium,1,71,46,57,61,64,58,66.0,54.67
22,68,Uruguay,Liverpool Fútbol Club,CAM,79,176.78,71.21,Left,1500000.0,1,63,64,1789,3,2,Medium,Low,1,75,66,67,69,43,62,67.0,67.33
26,64,Uruguay,Centro Atlético Fénix,CAM,67,173.74,64.86,Left,550000.0,1,50,62,1686,3,3,Medium,Medium,1,71,64,59,65,36,58,63.67,62.67
